Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;Type de lycée;Effectifs voie GT;Effectifs voie PRO;Effectifs Ensemble GT-PRO;IPS voie GT;IPS voie PRO;IPS Ensemble GT-PRO;Ecart-type de l'IPS voie GT;Ecart-type de l'IPS voie PRO
2022-2023;STRASBOURG;067;BAS-RHIN;0670050R;LYCEE PROFESSIONNEL PAUL EMILE VICTOR LYCEE DES METIERS;67348;OBERNAI;public;LP;;189.0;189.0;;96.5;96.5;;28.6
2022-2023;STRASBOURG;067;BAS-RHIN;0670071N;LYCEE GENERAL ET TECHNOLOGIQUE DOCTEUR KOEBERLE;67462;SELESTAT;public;LEGT;967.0;;967.0;117.1;;117.1;35.0;
2022-2023;STRASBOURG;067;BAS-RHIN;0670078W;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET;67482;STRASBOURG;public;LEGT;1023.0;;1023.0;95.2;;95.2;34.7;
2022-2023;STRASBOURG;067;BAS-RHIN;0671611M;LYCEE GENERAL PRIVE INSTITUTION LA DOCTRINE CHRETIENNE;67482;STRASBOURG;privé sous contrat;LEGT;354.0;;354.0;129.8;;129.8;27.3;
2022-2023;STRASBOURG;067;BAS-RHIN;0671618V;LYCEE GENERAL PRIVE SEMINAIRE DE JEUNES;67511;WALBOURG;privé sous contrat;LEGT;220.0;;220.0;123.1;;123.1;30.1;
2022-2023;STRASBOURG;067;BAS-RHIN;0671639T;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE INSTITUTION SAINTE CLOTILDE;67482;STRASBOURG;privé sous contrat;LEGT;541.0;;541.0;121.9;;121.9;33.5;
2022-2023;STRASBOURG;067;BAS-RHIN;0671696E;LYCEE PROFESSIONNEL SCHWEISGUTH LYCEE DES METIERS;67462;SELESTAT;public;LP;;452.0;452.0;;81.6;81.6;;24.9
2022-2023;STRASBOURG;067;BAS-RHIN;0672198A;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L ARCHITECTURE DE LA CONSTRUCTION ET DU DESIGN;67218;ILLKIRCH GRAFFENSTADEN;public;LPO;617.0;434.0;1051.0;121.4;79.0;103.9;37.1;26.5
2022-2023;STRASBOURG;067;BAS-RHIN;0672299K;LYCEE PROFESSIONNEL PRIVE INSTITUTION SAINTE PHILOMENE;67180;HAGUENAU;privé sous contrat;LP;;79.0;79.0;;110.2;110.2;;25.7
2022-2023;STRASBOURG;067;BAS-RHIN;0672604S;LYCEE GENERAL ET TECHNOLOGIQUE MARC BLOCH;67043;BISCHHEIM;public;LEGT;1239.0;;1239.0;101.4;;101.4;37.4;
2022-2023;STRASBOURG;068;HAUT-RHIN;0680016Y;LYCEE POLYVALENT THEODORE DECK;68112;GUEBWILLER;public;LPO;724.0;137.0;861.0;116.7;87.2;112.0;34.2;23.1
2022-2023;STRASBOURG;068;HAUT-RHIN;0680041A;LYCEE PROFESSIONNEL DU REBBERG LYCEE DES METIERS;68224;MULHOUSE;public;LP;;533.0;533.0;;81.9;81.9;;26.2
2022-2023;STRASBOURG;068;HAUT-RHIN;0680060W;LYCEE GENERAL ET TECHNOLOGIQUE RIBEAUPIERRE;68269;RIBEAUVILLE;public;LEGT;481.0;;481.0;118.7;;118.7;34.4;
2022-2023;STRASBOURG;068;HAUT-RHIN;0680074L;LYCEE PROFESSIONNEL CHARLES POINTET LYCEE DES METIERS;68334;THANN;public;LP;;409.0;409.0;;80.5;80.5;;24.7
2022-2023;STRASBOURG;068;HAUT-RHIN;0680149T;LYCEE GENERAL ET TECHNOLOGIQUE EPISCOPAL SAINT ANDRE;68066;COLMAR;privé sous contrat;LEGT;782.0;;782.0;121.8;;121.8;29.5;
2022-2023;STRASBOURG;068;HAUT-RHIN;0681761V;LYCEE GENERAL LAMBERT;68224;MULHOUSE;public;LEGT;629.0;;629.0;100.2;;100.2;34.1;
2022-2023;STRASBOURG;068;HAUT-RHIN;0681768C;LYCEE POLYVALENT LAVOISIER;68224;MULHOUSE;public;LPO;906.0;75.0;981.0;86.7;80.3;86.2;30.2;23.6
2022-2023;LYON;069;RHONE;0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS DU CUIR ET DES SERVICES;69091;GIVORS;public;LP;;373.0;373.0;;76.6;76.6;;22.7
2022-2023;LYON;069;RHONE;0690043X;LYCEE PROFESSIONNEL JACQUES DE FLESSELLES LYCEE DES METIERS DU GENIE ELECTRIQUE ET DE LA BUREAUTIQUE;69381;LYON 1ER ARRONDISSEMENT;public;LP;;375.0;375.0;;83.7;83.7;;24.8
2022-2023;LYON;069;RHONE;0690074F;LYCEE GENERAL ET TECHNOLOGIQUE PARC CHABRIERES;69149;OULLINS;public;LEGT;796.0;;796.0;107.1;;107.1;36.6;
2022-2023;LYON;069;RHONE;0690128P;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DE L ENERGIE DE LA LUMIERE ET DU NUMERIQUE;69385;LYON 5E ARRONDISSEMENT;public;LPO;754.0;336.0;1090.0;114.8;94.7;108.6;36.8;29.2
2022-2023;LYON;069;RHONE;0690514J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE CHARLES DE FOUCAULD;69383;LYON 3E ARRONDISSEMENT;privé sous contrat;LEGT;706.0;;706.0;135.0;;135.0;27.9;
2022-2023;LYON;069;RHONE;0690533E;LYCEE GENERAL PRIVE EXTERNAT DE LA TRINITE;69386;LYON 6E ARRONDISSEMENT;privé sous contrat;LEGT;510.0;;510.0;133.1;;133.1;28.0;
2022-2023;LYON;069;RHONE;0690554C;LYCEE GENERAL PRIVE IMMACULEE CONCEPTION;69266;VILLEURBANNE;privé sous contrat;LEGT;491.0;;491.0;128.9;;128.9;29.2;
2022-2023;LYON;069;RHONE;0690641X;LYCEE PROFESSIONNEL PRIVE SAINT MARC LYCEE DES METIERS DES SERVICES ADMINISTRATIFS ET DE LA VENTE;69382;LYON 2E ARRONDISSEMENT;privé sous contrat;LP;;234.0;234.0;;114.9;114.9;;29.5
2022-2023;LYON;069;RHONE;0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN LYCEE DES METIERS DE LA CONSTRUCTION ET DE L HABITAT DURABLES;69034;CALUIRE ET CUIRE;public;LP;;281.0;281.0;;85.0;85.0;;25.1
2022-2023;LYON;069;RHONE;0693044J;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PAUL SARTRE;69029;BRON;public;LEGT;1551.0;;1551.0;115.5;;115.5;36.5;
2022-2023;LYON;069;RHONE;0693045K;LYCEE PROFESSIONNEL LES CANUTS LYCEE DES METIERS DE L ELECTROTECHNIQUE LYCEE DES METIERS DE LA VENTE;69256;VAULX EN VELIN;public;LP;;329.0;329.0;;73.9;73.9;;22.3
2022-2023;LYON;069;RHONE;0693094N;LYCEE PROFESSIONNEL FERNAND FOREST;69290;SAINT PRIEST;public;LP;;284.0;284.0;;85.9;85.9;;23.5
2022-2023;LYON;069;RHONE;0693267B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DE BEL AIR;69243;TARARE;privé sous contrat;LEGT;481.0;;481.0;118.4;;118.4;28.7;
2022-2023;LYON;069;RHONE;0693406C;LYCEE PROFESSIONNEL PRIVE ORT;69388;LYON 8E ARRONDISSEMENT;privé sous contrat;LP;;99.0;99.0;;118.7;118.7;;26.4
2022-2023;LYON;069;RHONE;0693769X;LYCEE GENERAL PRIVE JUIF DE LYON;69266;VILLEURBANNE;privé sous contrat;LEGT;146.0;;146.0;119.8;;119.8;27.6;
2022-2023;LYON;069;RHONE;0694069Y;LYCEE GENERAL GERMAINE TILLION;69171;SAIN BEL;public;LEGT;852.0;;852.0;131.4;;131.4;34.8;
2022-2023;LYON;069;RHONE;0694086S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE AL KINDI;69275;DECINES CHARPIEU;privé sous contrat;LEGT;23.0;;23.0;107.1;;107.1;33.9;
2022-2023;BESANCON;070;HAUTE-SAONE;0700009E;LYCEE POLYVALENT AUGUSTIN COURNOT;70279;GRAY;public;LPO;621.0;59.0;680.0;106.0;79.2;103.7;32.7;19.7
2022-2023;BESANCON;070;HAUTE-SAONE;0700011G;LYCEE PROFESSIONNEL HENRI FERTET LYCEE DES METIERS DE L AUTOMOBILE ET DES TRANSPORTS;70279;GRAY;public;LP;;445.0;445.0;;90.7;90.7;;25.8
2022-2023;BESANCON;070;HAUTE-SAONE;0700038L;LYCEE PROFESSIONNEL LUXEMBOURG;70550;VESOUL;public;LP;;222.0;222.0;;84.7;84.7;;25.4
2022-2023;BESANCON;070;HAUTE-SAONE;0700076C;LYCEE PROFESSIONNEL PRIVE SAINTE ANNE SAINT JOSEPH;70310;LURE;privé sous contrat;LP;;192.0;192.0;;88.1;88.1;;21.4
2022-2023;DIJON;071;SAONE-ET-LOIRE;0710001R;LYCEE POLYVALENT BONAPARTE;71014;AUTUN;public;LPO;430.0;112.0;542.0;112.9;89.0;107.9;35.4;23.1
2022-2023;DIJON;071;SAONE-ET-LOIRE;0711384U;LYCEE PROFESSIONNEL CLAUDIE HAIGNERE;71040;BLANZY;public;LP;;340.0;340.0;;82.8;82.8;;26.0
2022-2023;NANTES;072;SARTHE;0720013Y;LYCEE PROFESSIONNEL MARECHAL LECLERC DE HAUTECLOCQUE;72071;MONTVAL SUR LOIR;public;LP;;358.0;358.0;;82.0;82.0;;23.1
2022-2023;NANTES;072;SARTHE;0720833P;LYCEE GENERAL PRIVE NOTRE DAME;72154;LA FLECHE;privé sous contrat;LEGT;155.0;;155.0;112.4;;112.4;29.4;
2022-2023;NANTES;072;SARTHE;0721301Y;LYCEE PROFESSIONNEL JEAN RONDEAU LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT;72269;SAINT CALAIS;public;LP;;195.0;195.0;;86.7;86.7;;20.8
2022-2023;NANTES;072;SARTHE;0721493G;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE YOURCENAR;72181;LE MANS;public;LEGT;1112.0;;1112.0;109.5;;109.5;34.2;
2022-2023;GRENOBLE;073;SAVOIE;0730003G;LYCEE POLYVALENT MARLIOZ;73008;AIX LES BAINS;public;LPO;1013.0;164.0;1177.0;121.2;95.3;117.6;34.4;27.9
2022-2023;GRENOBLE;073;SAVOIE;0730016W;LYCEE POLYVALENT MONGE LYCEE DES METIERS DE LA CREATION INDUSTRIELLE;73065;CHAMBERY;public;LPO;1109.0;270.0;1379.0;119.2;97.4;114.9;34.9;28.9
2022-2023;GRENOBLE;073;SAVOIE;0730032N;LYCEE PROFESSIONNEL LE NIVOLET LYCEE DES METIERS DU BATIMENT DU BOIS ET DE LA TOPOGRAPHIE;73213;LA RAVOIRE;public;LP;;360.0;360.0;;97.8;97.8;;29.5
2022-2023;GRENOBLE;073;SAVOIE;0730043A;LYCEE POLYVALENT RENE PERRIN LYCEE DES METIERS DES SCIENCES ET DES TECHNIQUES DE L INDUSTRIE;73303;UGINE;public;LPO;398.0;152.0;550.0;112.2;93.5;107.0;32.2;27.7
2022-2023;GRENOBLE;073;SAVOIE;0730763H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT AMBROISE LYCEE DES METIERS DU COMMERCE DE LA GESTION ADMINISTRATIVE ET COMPTABLE;73065;CHAMBERY;privé sous contrat;LEGT;859.0;;859.0;132.6;;132.6;26.5;
2022-2023;GRENOBLE;073;SAVOIE;0730776X;LYCEE PROFESSIONNEL PRIVE SAINTE GENEVIEVE LYCEE DES METIERS DU COMMERCE DE LA GESTION ADMINISTRATIVE ET COMPTABLE;73065;CHAMBERY;privé sous contrat;LP;;264.0;264.0;;103.3;103.3;;26.4
2022-2023;GRENOBLE;073;SAVOIE;0731040J;LYCEE GENERAL PRIVE TOMER DEBORA;73008;AIX LES BAINS;privé sous contrat;LEGT;29.0;;29.0;124.9;;124.9;25.2;
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740014N;LYCEE PROFESSIONNEL F BISE;74042;BONNEVILLE;public;LP;;228.0;228.0;;100.2;100.2;;28.2
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740027C;LYCEE POLYVALENT MONT BLANC RENE DAYVE LYCEE DES METIERS DE L INDUSTRIE;74208;PASSY;public;LPO;984.0;144.0;1128.0;117.7;88.1;113.9;32.6;28.3
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740037N;LYCEE GENERAL ET TECHNOLOGIQUE MME DE STAËL;74243;SAINT JULIEN EN GENEVOIS;public;LEGT;1011.0;;1011.0;116.4;;116.4;34.3;
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740047Z;LYCEE POLYVALENT SAVOIE LEMAN LYCEE DES METIERS DE L HOTELLERIE RESTAURATION;74281;THONON LES BAINS;public;LPO;260.0;118.0;378.0;118.7;106.2;114.8;30.9;31.0
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740099F;LYCEE GENERAL PRIVE SAINT JOSEPH;74280;THONES;privé sous contrat;LEGT;308.0;;308.0;127.1;;127.1;27.5;
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740143D;LYCEE POLYVALENT PRIVE ST JEAN BOSCO LES CORDELIERS;74081;CLUSES;privé sous contrat;LPO;234.0;160.0;394.0;119.1;98.3;110.7;28.9;28.6
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740144E;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT;74082;COLLONGES SOUS SALEVE;privé sous contrat;LP;;255.0;255.0;;109.6;109.6;;28.8
2022-2023;PARIS;075;PARIS;0750436S;LYCEE PROFESSIONNEL CLAUDE ANTHIME CORBON LYCEE DES METIERS DE LA COMMUNICATION ET DE LA GESTION D ENTREPRISE;75115;PARIS 15E ARRONDISSEMENT;public;LP;;156.0;156.0;;86.9;86.9;;23.2
2022-2023;PARIS;075;PARIS;0750463W;LYCEE POLYVALENT LUCAS DE NEHOU LYCEE DES METIERS DES ARTS DU VERRE ET DES STRUCTURES VERRIERES;75114;PARIS 14E ARRONDISSEMENT;public;LP;;83.0;83.0;;98.8;98.8;;34.4
2022-2023;PARIS;075;PARIS;0750502N;LYCEE POLYVALENT MAXIMILIEN VOX ARTS APPLIQUES DESIGN DE COMMUNICATION INDUSTRIES GRAPHIQUES;75106;PARIS 6E ARRONDISSEMENT;public;LPO;198.0;110.0;308.0;146.1;100.5;129.8;30.3;32.7
2022-2023;PARIS;075;PARIS;0750508V;LYCEE PROFESSIONNEL CHARLES DE GAULLE;75120;PARIS 20E ARRONDISSEMENT;public;LP;;179.0;179.0;;80.0;80.0;;21.4
2022-2023;PARIS;075;PARIS;0750650Z;LYCEE POLYVALENT D ALEMBERT LYCEE DES METIERS DE LA MODE;75119;PARIS 19E ARRONDISSEMENT;public;LPO;92.0;348.0;440.0;84.8;81.5;82.2;27.2;24.5
2022-2023;PARIS;075;PARIS;0750656F;LYCEE GENERAL LAVOISIER;75105;PARIS 5E ARRONDISSEMENT;public;LEGT;561.0;;561.0;145.1;;145.1;35.2;
2022-2023;PARIS;075;PARIS;0750657G;LYCEE GENERAL MONTAIGNE;75106;PARIS 6E ARRONDISSEMENT;public;LEGT;1013.0;;1013.0;135.5;;135.5;38.0;
2022-2023;PARIS;075;PARIS;0750663N;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;75108;PARIS 8E ARRONDISSEMENT;public;LEGT;562.0;;562.0;130.9;;130.9;39.6;
2022-2023;PARIS;075;PARIS;0750664P;LYCEE GENERAL ET TECHNOLOGIQUE RACINE;75108;PARIS 8E ARRONDISSEMENT;public;LEGT;1025.0;;1025.0;134.4;;134.4;39.2;
2022-2023;PARIS;075;PARIS;0750670W;LYCEE GENERAL LAMARTINE;75109;PARIS 9E ARRONDISSEMENT;public;LEGT;594.0;;594.0;127.7;;127.7;39.5;
2022-2023;PARIS;075;PARIS;0750682J;LYCEE GENERAL RODIN;75113;PARIS 13E ARRONDISSEMENT;public;LEGT;721.0;;721.0;133.6;;133.6;37.7;
2022-2023;PARIS;075;PARIS;0750685M;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE GILLES DE GENNES;75113;PARIS 13E ARRONDISSEMENT;public;LEGT;597.0;;597.0;118.3;;118.3;39.9;
2022-2023;PARIS;075;PARIS;0750690T;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS VILLON;75114;PARIS 14E ARRONDISSEMENT;public;LEGT;372.0;;372.0;104.3;;104.3;32.4;
2022-2023;PARIS;075;PARIS;0750692V;LYCEE GENERAL ET TECHNOLOGIQUE EMILE DUBOIS;75114;PARIS 14E ARRONDISSEMENT;public;LEGT;414.0;;414.0;93.5;;93.5;31.7;
2022-2023;PARIS;075;PARIS;0750702F;LYCEE GENERAL JEAN DE LA FONTAINE;75116;PARIS 16E ARRONDISSEMENT;public;LEGT;713.0;;713.0;139.2;;139.2;34.1;
2022-2023;PARIS;075;PARIS;0750704H;LYCEE GENERAL CARNOT;75117;PARIS 17E ARRONDISSEMENT;public;LEGT;869.0;;869.0;135.4;;135.4;36.9;
2022-2023;PARIS;075;PARIS;0750708M;LYCEE POLYVALENT JEAN DROUANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;75117;PARIS 17E ARRONDISSEMENT;public;LPO;92.0;152.0;244.0;120.1;97.7;106.1;40.3;29.8
2022-2023;PARIS;075;PARIS;0750778N;LYCEE PROFESSIONNEL TURQUETIL LYCEE DES METIERS DE LA MODE;75111;PARIS 11E ARRONDISSEMENT;public;LP;;283.0;283.0;;89.5;89.5;;29.2
2022-2023;PARIS;075;PARIS;0750783U;LYCEE PROFESSIONNEL CHENNEVIERE MALEZIEUX;75112;PARIS 12E ARRONDISSEMENT;public;LP;;284.0;284.0;;84.4;84.4;;26.7
2022-2023;PARIS;075;PARIS;0752388N;LYCEE PROFESSIONNEL PIERRE LESCOT;75101;PARIS 1ER ARRONDISSEMENT;public;LP;;345.0;345.0;;81.9;81.9;;23.3
2022-2023;PARIS;075;PARIS;0752845K;LYCEE PROFESSIONNEL THEOPHILE GAUTIER;75112;PARIS 12E ARRONDISSEMENT;public;LP;;418.0;418.0;;89.6;89.6;;26.5
2022-2023;PARIS;075;PARIS;0753231E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SINAI;75118;PARIS 18E ARRONDISSEMENT;privé sous contrat;LEGT;73.0;;73.0;120.5;;120.5;26.1;
2022-2023;PARIS;075;PARIS;0753268V;LYCEE POLYVALENT JEAN LURCAT;75113;PARIS 13E ARRONDISSEMENT;public;LPO;263.0;194.0;457.0;96.9;85.1;91.9;27.7;26.3
2022-2023;PARIS;075;PARIS;0753598D;COLLEGE SEVIGNE (ECOLE SECONDAIRE PRIVEE);75105;PARIS 5E ARRONDISSEMENT;privé sous contrat;LEGT;352.0;;352.0;148.3;;148.3;16.1;
2022-2023;PARIS;075;PARIS;0753647G;ECOLE ALSACIENNE (LYCEE GENERAL PRIVE);75106;PARIS 6E ARRONDISSEMENT;privé sous contrat;LEGT;558.0;;558.0;147.6;;147.6;21.2;
2022-2023;PARIS;075;PARIS;0753809H;LYCEE GENERAL PRIVE PAUL CLAUDEL D HULST;75107;PARIS 7E ARRONDISSEMENT;privé sous contrat;LEGT;565.0;;565.0;146.8;;146.8;14.1;
2022-2023;PARIS;075;PARIS;0753838P;LYCEE PRIVE SAINT SULPICE;75106;PARIS 6E ARRONDISSEMENT;privé sous contrat;LEGT;559.0;;559.0;144.0;;144.0;20.0;
2022-2023;PARIS;075;PARIS;0753844W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE GENEVIEVE;75106;PARIS 6E ARRONDISSEMENT;privé sous contrat;LEGT;445.0;;445.0;142.5;;142.5;23.1;
2022-2023;PARIS;075;PARIS;0753849B;INSTITUT PRIVE DE L ALMA (ECOLE SECONDAIRE PRIVEE);75107;PARIS 7E ARRONDISSEMENT;privé sous contrat;LEGT;270.0;;270.0;145.0;;145.0;15.5;
2022-2023;PARIS;075;PARIS;0753850C;LYCEE GENERAL PRIVE SAINT THOMAS D AQUIN;75107;PARIS 7E ARRONDISSEMENT;privé sous contrat;LEGT;374.0;;374.0;142.8;;142.8;21.1;
2022-2023;PARIS;075;PARIS;0753851D;LYCEE GENERAL PRIVE LA ROCHEFOUCAULD;75107;PARIS 7E ARRONDISSEMENT;privé sous contrat;LEGT;402.0;;402.0;145.8;;145.8;16.1;
2022-2023;PARIS;075;PARIS;0753897D;LYCEE GENERAL PRIVE SAINT MICHEL DE PICPUS;75112;PARIS 12E ARRONDISSEMENT;privé sous contrat;LEGT;928.0;;928.0;144.9;;144.9;20.1;
2022-2023;PARIS;075;PARIS;0753919C;LYCEE PRIVE PASCAL;75116;PARIS 16E ARRONDISSEMENT;privé sous contrat;LEGT;234.0;;234.0;117.9;;117.9;27.1;
2022-2023;PARIS;075;PARIS;0753933T;LYCEE PRIVE SAINT LOUIS DE GONZAGUE;75116;PARIS 16E ARRONDISSEMENT;privé sous contrat;LEGT;480.0;;480.0;147.7;;147.7;10.3;
2022-2023;PARIS;075;PARIS;0753948J;INSTITUT DE L ASSOMPTION (ECOLE SECONDAIRE PRIVEE);75116;PARIS 16E ARRONDISSEMENT;privé sous contrat;LEGT;330.0;;330.0;139.1;;139.1;22.1;
2022-2023;PARIS;075;PARIS;0754042L;LYCEE POLYVALENT PRIVE LE REBOURS LYCEE DES METIERS DU MANAGEMENT ET DES SERVICES;75113;PARIS 13E ARRONDISSEMENT;privé sous contrat;LPO;387.0;115.0;502.0;131.5;119.8;128.8;25.4;25.2
2022-2023;PARIS;075;PARIS;0755025E;LYCEE GENERAL PRIVE HEIKHAL MENAHEM SINAI;75120;PARIS 20E ARRONDISSEMENT;privé sous contrat;LEGT;72.0;;72.0;118.2;;118.2;32.4;
2022-2023;NORMANDIE;076;SEINE MARITIME;0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;76057;BARENTIN;public;LP;;391.0;391.0;;84.7;84.7;;22.2
2022-2023;NORMANDIE;076;SEINE MARITIME;0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;76231;ELBEUF;public;LPO;752.0;334.0;1086.0;109.9;83.9;101.9;35.3;25.6
2022-2023;NORMANDIE;076;SEINE MARITIME;0760054W;LYCEE POLYVALENT PORTE OCEANE;76351;LE HAVRE;public;LPO;316.0;88.0;404.0;87.4;79.2;85.7;28.3;21.0
2022-2023;NORMANDIE;076;SEINE MARITIME;0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L HORTIPAYSAGE;76482;OFFRANVILLE;public;LP;;280.0;280.0;;81.2;81.2;;23.1
2022-2023;NORMANDIE;076;SEINE MARITIME;0760110G;LYCEE GENERAL ET TECHNOLOGIQUE MARCEL SEMBAT;76681;SOTTEVILLE LES ROUEN;public;LEGT;960.0;;960.0;104.4;;104.4;37.5;
2022-2023;NORMANDIE;076;SEINE MARITIME;0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;76711;LE TREPORT;public;LP;;212.0;212.0;;78.9;78.9;;18.5
2022-2023;NORMANDIE;076;SEINE MARITIME;0761721H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEAN XXIII;76758;YVETOT;privé sous contrat;LEGT;404.0;;404.0;124.3;;124.3;28.6;
2022-2023;NORMANDIE;076;SEINE MARITIME;0761742F;LYCEE GENERAL ET TECHNOLOGIQUE VAL DE SEINE;76322;LE GRAND QUEVILLY;public;LEGT;1161.0;;1161.0;100.0;;100.0;32.9;
2022-2023;NORMANDIE;076;SEINE MARITIME;0762765T;LYCEE PROFESSIONNEL ANTOINE LAURENT LAVOISIER LYCEE DES METIERS DE L AERONAUTIQUE DE LA MAINTENANCE DES VEHICULES ET DU TRANSPORT LOGISTIQUE;76351;LE HAVRE;public;LP;;531.0;531.0;;83.2;83.2;;23.7
2022-2023;NORMANDIE;076;SEINE MARITIME;0763079J;SECTION D ENSEIGNEMENT PROFESSIONNEL DU LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;76235;ENVERMEU;public;LP;;90.0;90.0;;89.5;89.5;;27.1
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0770918E;LYCEE POLYVALENT URUGUAY FRANCE LYCEE DES METIERS DU SOCIAL ET DE LA SANTE;77014;AVON;public;LPO;742.0;464.0;1206.0;113.9;89.8;104.6;34.1;26.0
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0770938B;LYCEE POLYVALENT ANDRE MALRAUX LYCEE DES METIERS DES INDUSTRIES ET DU DESIGN GRAPHIQUE;77305;MONTEREAU FAULT YONNE;public;LPO;966.0;381.0;1347.0;102.5;92.9;99.8;31.6;27.1
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN LYCEE DES METIERS DU BATIMENT;77389;LA ROCHETTE;public;LPO;37.0;466.0;503.0;119.5;89.3;91.5;35.6;29.4
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0771238C;ECOLE GENERALE ET TECHNOLOGIQUE PRIVEE SAINT ASPAIS;77288;MELUN;privé sous contrat;LPO;1113.0;185.0;1298.0;131.7;120.6;130.1;26.2;26.4
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0771763Y;LYCEE GENERAL ET TECHNOLOGIQUE CHARLES LE CHAUVE;77390;ROISSY EN BRIE;public;LEGT;1305.0;;1305.0;107.3;;107.3;34.2;
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772120L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;77468;TORCY;public;LPO;492.0;184.0;676.0;101.6;91.1;98.8;31.7;23.2
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772153X;LYCEE POLYVALENT PRIVE JEAN ROSE;77284;MEAUX;privé sous contrat;LP;;245.0;245.0;;115.3;115.3;;25.8
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772188K;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE MENDES FRANCE;77445;SAVIGNY LE TEMPLE;public;LEGT;863.0;;863.0;100.1;;100.1;31.2;
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772244W;LYCEE POLYVALENT ANTONIN CAREME LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;77445;SAVIGNY LE TEMPLE;public;LPO;38.0;600.0;638.0;114.1;88.0;89.5;32.2;26.7
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772602K;LYCEE PRIVE SAINTE CELINE;77183;LA FERTE SOUS JOUARRE;privé sous contrat;LEGT;331.0;;331.0;126.8;;126.8;26.2;
2022-2023;VERSAILLES;078;YVELINES;0781664K;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE THERESE;78517;RAMBOUILLET;privé sous contrat;LEGT;543.0;;543.0;140.1;;140.1;24.2;
2022-2023;VERSAILLES;078;YVELINES;0781819D;LYCEE POLYVALENT EMILIE DE BRETEUIL;78423;MONTIGNY LE BRETONNEUX;public;LPO;861.0;71.0;932.0;125.3;109.5;124.1;36.3;28.6
2022-2023;VERSAILLES;078;YVELINES;0781839A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DE LA VENTE ET DE LA GESTION;78513;LA QUEUE LES YVELINES;public;LPO;985.0;163.0;1148.0;133.5;118.5;131.4;30.5;31.5
2022-2023;VERSAILLES;078;YVELINES;0781845G;LYCEE GENERAL ET TECHNOLOGIQUE JULES FERRY;78172;CONFLANS SAINTE HONORINE;public;LEGT;1269.0;;1269.0;118.8;;118.8;37.7;
